record_id,timestamp,equipment_id,plant_zone,process_type,material_batch_id,ambient_temperature_c,ambient_humidity_pct,dsc_heat_flow_mw,sample_temperature_c,reference_temperature_c,thermal_gradient_c,heating_rate_c_min,cooling_rate_c_min,infrared_mean_temp_c,infrared_max_temp_c,thermal_hotspot_area_pct,phase_transition_onset_c,phase_transition_peak_c,transition_enthalpy_j_g,heat_dissipation_rate_w,sensor_voltage_v,sensor_current_ma,vibration_level_mm_s,mqtt_latency_ms,packet_loss_pct,edge_cpu_usage_pct,rolling_noise_index,anomaly_score,remaining_useful_life_h,fault_type,fault_state,maintenance_required
88,2025-01-01 07:15:00,CAL-004,Reactor-Line-B,energy_storage_testing,BATCH-6744,26.54,56.49,168.96,103.94,98.13,5.81,14.92,4.73,109.5,147.59,19.84,64.4,82.25,149.91,68.08,3.178,64.21,2.629,92.58,3.64,82.59,0.213,0.525,431.5,sensor_drift,Warning,1
89,2025-01-01 07:20:00,CAL-028,Reactor-Line-B,energy_storage_testing,BATCH-3396,26.1,55.63,129.68,101.45,93.9,7.55,14.92,4.47,107.48,129.08,29.84,63.35,81.63,161.88,46.11,3.29,68.59,3.113,65.05,3.04,66.63,0.325,0.52,321.0,sensor_drift,Warning,1
90,2025-01-01 07:25:00,CAL-014,Reactor-Line-B,polymer_curing,BATCH-5399,26.94,46.63,78.37,142.66,138.78,3.88,11.25,4.7,149.38,162.63,7.3,122.05,136.66,78.02,41.89,3.317,30.43,1.587,61.37,0,39.76,0.232,0.191,875.9,none,Normal,0
91,2025-01-01 07:30:00,CAL-012,Battery-Lab,chemical_processing,BATCH-7092,27.22,58.54,133.25,142.4,137.72,4.68,11.17,5.49,148.82,180.6,33.38,105.13,123.36,107.64,35.47,3.276,65.44,3.136,79.34,2.85,69.94,0.353,0.546,498.4,incipient_overheating,Warning,1
92,2025-01-01 07:35:00,CAL-025,Reactor-Line-B,energy_storage_testing,BATCH-2120,26.23,44.96,69.64,69.0,67.52,1.48,9.1,6.83,68.71,67.62,4.7,57.73,69.82,51.14,54.64,3.351,43.8,0.838,37.47,1.07,31.86,0.054,0.014,901.3,none,Normal,0
93,2025-01-01 07:40:00,CAL-023,Reactor-Line-A,material_characterization,BATCH-4366,27.43,44.53,123.29,117.81,113.93,3.88,8.94,6.44,123.33,130.34,5.9,86.66,99.26,100.15,64.26,3.31,44.84,0.848,60.04,1.81,27.53,0.146,0.154,891.1,none,Normal,0
94,2025-01-01 07:45:00,CAL-002,Reactor-Line-A,polymer_curing,BATCH-9300,28.32,52.61,125.58,140.98,139.32,1.66,9.13,5.22,145.74,162.59,28.24,119.41,135.47,112.51,50.8,3.252,48.05,0.993,49.01,3.09,55.14,0.157,0.294,965.1,none,Normal,0
95,2025-01-01 07:50:00,CAL-004,Polymer-Unit,thermal_manufacturing,BATCH-1901,27.61,47.75,134.12,186.62,185.36,1.26,14.04,3.6,189.64,204.68,9.05,166.99,185.4,90.36,82.19,3.279,52.0,1.72,46.12,3.64,54.72,0.152,0.24,693.0,none,Normal,0
96,2025-01-01 07:55:00,CAL-016,Materials-QC,energy_storage_testing,BATCH-7024,28.25,61.29,135.08,77.69,72.54,5.15,13.88,5.34,82.46,98.74,3.42,63.48,81.55,151.58,79.01,3.289,51.85,0.928,55.44,2.93,56.19,0.151,0.257,662.6,none,Normal,0
97,2025-01-01 08:00:00,CAL-004,Materials-QC,chemical_processing,BATCH-3938,29.5,53.54,106.17,138.34,137.42,0.92,8.01,6.48,143.29,153.19,13.53,103.99,113.04,90.68,74.74,3.388,47.19,1.416,32.81,0,43.3,0.226,0.235,930.9,none,Normal,0
98,2025-01-01 08:05:00,CAL-021,Thermal-Manufacturing,chemical_processing,BATCH-6488,27.98,59.09,124.05,118.15,113.6,4.55,10.13,6.57,131.23,154.36,11.2,101.9,121.9,70.51,50.63,3.275,41.18,2.39,55.66,2.13,58.8,0.245,0.354,840.7,none,Normal,0
99,2025-01-01 08:10:00,CAL-014,Thermal-Manufacturing,energy_storage_testing,BATCH-4879,29.64,48.46,105.09,90.22,87.72,2.5,10.94,5.74,93.7,111.06,11.12,61.11,78.19,94.41,66.5,3.242,62.7,1.186,59.19,2.55,48.15,0.205,0.224,704.9,none,Normal,0
100,2025-01-01 08:15:00,CAL-007,Battery-Lab,energy_storage_testing,BATCH-2494,26.26,43.36,251.02,103.68,97.48,6.2,16.48,4.19,106.27,142.74,33.09,64.35,84.92,120.52,63.51,3.237,73.55,3.413,89.09,3.99,57.53,0.298,0.582,303.0,sensor_drift,Warning,1
101,2025-01-01 08:20:00,CAL-027,Reactor-Line-A,chemical_processing,BATCH-2056,27.92,48.28,136.89,137.24,136.17,1.07,12.93,7.58,142.92,148.1,15.86,100.22,114.62,74.28,68.38,3.301,49.74,1.215,53.45,0.71,41.5,0.119,0.135,865.0,none,Normal,0
102,2025-01-01 08:25:00,CAL-003,Battery-Lab,polymer_curing,BATCH-3248,25.97,53.31,110.81,142.77,137.87,4.9,11.68,5.54,145.53,153.0,12.81,120.46,132.35,85.26,64.41,3.288,51.13,1.395,54.52,1.02,52.0,0.098,0.18,881.2,none,Normal,0
103,2025-01-01 08:30:00,CAL-008,Reactor-Line-B,chemical_processing,BATCH-5060,28.68,33.9,98.49,114.46,111.63,2.83,14.8,5.39,119.63,142.54,29.15,104.24,118.32,76.91,48.84,3.236,66.76,3.275,85.57,4.3,43.82,0.325,0.444,603.7,incipient_overheating,Warning,1
104,2025-01-01 08:35:00,CAL-002,Reactor-Line-B,thermal_manufacturing,BATCH-4584,27.95,45.72,91.51,195.9,192.65,3.25,10.86,7.19,199.76,211.19,14.81,166.61,181.25,96.76,58.09,3.281,58.86,1.552,41.07,0.29,43.37,0.186,0.261,824.5,none,Normal,0
105,2025-01-01 08:40:00,CAL-014,Thermal-Manufacturing,polymer_curing,BATCH-6198,26.2,35.08,112.2,154.51,151.64,2.87,10.31,4.59,163.13,189.55,24.76,130.68,143.86,39.53,79.17,3.278,55.71,0.925,44.83,3.25,51.03,0.073,0.314,795.6,none,Normal,0
106,2025-01-01 08:45:00,CAL-008,Battery-Lab,material_characterization,BATCH-3750,30.55,57.5,105.77,96.29,92.63,3.66,12.12,5.18,99.63,111.38,18.75,74.07,92.61,110.52,56.27,3.28,45.35,2.42,52.46,3.34,58.82,0.108,0.263,636.2,none,Normal,0
107,2025-01-01 08:50:00,CAL-008,Reactor-Line-B,polymer_curing,BATCH-2207,25.8,70.46,104.82,159.38,154.94,4.44,13.28,2.99,162.09,189.86,23.34,121.33,134.94,166.72,63.91,3.3,68.1,2.142,64.42,2.89,58.27,0.184,0.347,665.0,incipient_overheating,Warning,1
108,2025-01-01 08:55:00,CAL-010,Battery-Lab,energy_storage_testing,BATCH-2571,25.88,53.84,119.8,78.8,76.75,2.05,8.98,6.9,80.55,92.05,14.38,58.32,72.06,100.2,69.78,3.261,45.96,1.686,47.69,1.31,43.08,0.142,0.241,766.2,none,Normal,0
109,2025-01-01 09:00:00,CAL-015,Reactor-Line-A,material_characterization,BATCH-8204,27.12,53.38,103.92,98.21,98.01,0.2,9.53,3.23,98.7,103.13,2.79,80.4,88.55,60.17,74.87,3.316,42.53,1.262,35.05,3.13,52.6,0.093,0.079,1023.3,none,Normal,0
110,2025-01-01 09:05:00,CAL-022,Materials-QC,energy_storage_testing,BATCH-2970,27.28,70.96,213.16,108.53,99.89,8.64,18.21,3.43,121.38,158.12,45.75,59.97,87.55,108.15,48.63,3.229,72.25,4.585,94.23,7.19,80.87,0.353,0.744,90.6,phase_transition_irregularity,Critical,1
111,2025-01-01 09:10:00,CAL-014,Reactor-Line-A,polymer_curing,BATCH-3451,27.79,32.48,118.22,157.17,154.95,2.22,10.64,4.58,159.97,168.8,14.13,118.96,133.45,109.25,66.98,3.308,58.16,1.346,47.71,2.51,43.58,0.162,0.268,963.4,none,Normal,0
112,2025-01-01 09:15:00,CAL-001,Battery-Lab,material_characterization,BATCH-6094,25.31,49.97,99.03,98.25,94.91,3.34,11.4,5.38,102.52,111.33,2.44,80.04,94.6,102.84,73.03,3.241,51.32,0.39,53.52,0.36,50.9,0.186,0.102,838.1,none,Normal,0
113,2025-01-01 09:20:00,CAL-028,Materials-QC,thermal_manufacturing,BATCH-1474,28.01,54.73,111.55,194.52,190.79,3.73,11.55,4.46,201.09,205.45,24.58,162.64,175.76,73.31,62.71,3.307,53.31,1.311,53.47,2.75,45.92,0.203,0.242,757.5,none,Normal,0
114,2025-01-01 09:25:00,CAL-028,Materials-QC,energy_storage_testing,BATCH-4626,27.72,50.64,116.95,92.53,86.89,5.64,10.06,5.26,99.84,109.91,11.47,57.99,72.35,136.05,56.25,3.353,48.79,1.117,45.62,2.64,49.0,0.233,0.206,649.3,none,Normal,0
115,2025-01-01 09:30:00,CAL-013,Materials-QC,chemical_processing,BATCH-1120,28.72,45.14,107.66,122.19,120.53,1.66,10.81,8.15,129.28,135.92,2.13,102.86,121.96,108.97,59.7,3.31,60.81,2.17,41.25,2.37,38.71,0.115,0.139,769.8,none,Normal,0
116,2025-01-01 09:35:00,CAL-010,Battery-Lab,polymer_curing,BATCH-7628,24.02,47.37,106.48,131.59,128.88,2.71,8.49,7.19,135.1,132.67,1.16,118.92,134.29,47.11,75.66,3.286,47.97,0.802,37.75,2.67,42.78,0.046,0.06,912.2,none,Normal,0
117,2025-01-01 09:40:00,CAL-003,Reactor-Line-B,material_characterization,BATCH-4659,26.34,61.05,167.82,109.41,104.49,4.92,13.08,3.51,112.78,130.17,23.1,82.85,103.03,86.24,54.17,3.269,58.61,2.982,67.21,5.67,55.47,0.291,0.434,616.6,reduced_heat_dissipation,Warning,1
118,2025-01-01 09:45:00,CAL-003,Polymer-Unit,material_characterization,BATCH-3897,26.04,44.9,72.57,97.23,95.04,2.19,9.89,7.42,99.66,105.61,0,78.39,87.52,85.71,82.45,3.299,43.88,0,52.31,0,41.12,0.085,0.105,966.5,none,Normal,0
119,2025-01-01 09:50:00,CAL-008,Thermal-Manufacturing,material_characterization,BATCH-6113,26.27,48.36,93.94,103.07,101.52,1.55,11.96,4.91,104.44,131.3,0,74.14,92.91,77.38,72.13,3.352,45.07,0.885,50.16,1.26,41.83,0.12,0.15,906.5,none,Normal,0
120,2025-01-01 09:55:00,CAL-021,Reactor-Line-A,polymer_curing,BATCH-5190,30.37,48.21,159.79,151.63,143.92,7.71,11.88,4.87,154.7,178.52,36.57,129.04,145.79,106.87,44.47,3.208,64.52,3.833,88.11,5.69,70.99,0.366,0.594,500.4,incipient_overheating,Warning,1
121,2025-01-01 10:00:00,CAL-004,Polymer-Unit,energy_storage_testing,BATCH-4272,27.5,61.34,197.48,110.0,102.38,7.62,12.71,3.42,117.21,151.11,31.19,63.72,85.64,52.03,49.34,3.24,66.14,2.986,59.85,3.87,56.66,0.386,0.572,579.7,minor_phase_transition_shift,Warning,1
122,2025-01-01 10:05:00,CAL-028,Reactor-Line-A,material_characterization,BATCH-6901,29.47,64.55,153.14,123.21,115.81,7.4,11.69,4.2,126.6,156.54,8.67,75.29,97.0,144.45,59.55,3.285,65.82,2.325,53.11,4.78,60.47,0.176,0.44,530.8,incipient_overheating,Warning,1
123,2025-01-01 10:10:00,CAL-023,Thermal-Manufacturing,chemical_processing,BATCH-3611,25.11,53.31,125.43,121.31,116.87,4.44,8.3,6.52,120.8,136.21,0.11,100.19,115.84,121.34,55.32,3.313,58.78,2.83,58.7,0.58,49.52,0.188,0.228,889.1,none,Normal,0
124,2025-01-01 10:15:00,CAL-017,Materials-QC,thermal_manufacturing,BATCH-2560,26.48,40.01,105.74,191.2,188.37,2.83,11.93,3.47,194.6,209.56,20.0,161.88,173.05,100.97,71.33,3.321,50.97,1.955,51.17,3.3,42.22,0.153,0.303,742.2,none,Normal,0
125,2025-01-01 10:20:00,CAL-015,Materials-QC,polymer_curing,BATCH-2442,31.87,52.2,173.38,171.35,166.06,5.29,13.26,5.39,172.43,209.28,21.22,127.83,143.08,101.55,45.73,3.222,72.5,3.145,53.66,2.76,70.53,0.203,0.467,457.7,incipient_overheating,Warning,1
126,2025-01-01 10:25:00,CAL-004,Thermal-Manufacturing,energy_storage_testing,BATCH-1035,29.49,58.47,112.1,84.64,83.26,1.38,11.52,5.42,91.66,116.95,13.61,57.09,70.59,88.64,70.68,3.262,44.38,1.928,54.44,1.7,35.01,0.255,0.321,646.9,none,Normal,0
127,2025-01-01 10:30:00,CAL-025,Polymer-Unit,polymer_curing,BATCH-9260,26.8,50.72,86.09,160.59,158.8,1.79,9.73,6.1,162.9,167.3,5.29,124.95,140.89,52.89,55.31,3.255,50.53,2.249,45.62,1.64,40.86,0.298,0.148,797.4,none,Normal,0
128,2025-01-01 10:35:00,CAL-014,Materials-QC,thermal_manufacturing,BATCH-5897,28.87,49.66,138.32,180.15,175.39,4.76,12.07,3.88,183.73,220.91,40.68,164.57,186.15,114.26,49.8,3.224,68.67,3.21,60.98,4.11,55.81,0.241,0.585,299.6,reduced_heat_dissipation,Warning,1
129,2025-01-01 10:40:00,CAL-010,Polymer-Unit,chemical_processing,BATCH-9564,28.02,51.81,124.13,123.71,118.67,5.04,8.86,5.87,127.48,140.33,4.6,99.95,112.6,58.27,71.31,3.271,42.46,1.227,60.24,0.33,52.15,0.155,0.126,863.1,none,Normal,0
130,2025-01-01 10:45:00,CAL-013,Polymer-Unit,polymer_curing,BATCH-6122,28.51,60.34,152.29,193.48,185.76,7.72,15.46,5.28,200.41,223.27,17.43,123.65,145.72,196.23,48.56,3.26,74.2,3.586,103.32,4.77,68.42,0.389,0.524,395.2,heat_dissipation_failure,Critical,1
131,2025-01-01 10:50:00,CAL-006,Materials-QC,material_characterization,BATCH-1092,28.32,55.52,134.16,103.4,99.7,3.7,9.1,4.75,104.14,113.93,9.86,78.83,90.82,98.02,69.54,3.311,56.05,1.032,59.16,2.64,52.54,0.182,0.242,740.5,none,Normal,0
132,2025-01-01 10:55:00,CAL-025,Materials-QC,thermal_manufacturing,BATCH-8780,30.97,63.1,251.36,230.25,221.71,8.54,18.63,2.8,245.87,293.44,25.43,171.3,196.39,185.76,35.75,3.199,70.69,4.454,92.3,6.63,68.4,0.481,0.739,1,severe_overheating,Critical,1
133,2025-01-01 11:00:00,CAL-003,Reactor-Line-A,energy_storage_testing,BATCH-9814,28.29,62.44,116.82,86.3,81.11,5.19,8.83,6.41,84.38,98.59,4.78,58.6,71.8,90.92,63.04,3.279,50.52,1.7,53.95,1.82,51.64,0.216,0.163,726.9,none,Normal,0
134,2025-01-01 11:05:00,CAL-013,Polymer-Unit,material_characterization,BATCH-1276,28.37,63.05,100.38,97.02,92.83,4.19,11.71,6.44,97.08,111.19,2.93,81.64,92.15,68.84,78.55,3.283,47.01,0.716,44.4,1.48,42.95,0,0.171,897.4,none,Normal,0
135,2025-01-01 11:10:00,CAL-021,Reactor-Line-B,material_characterization,BATCH-7113,29.23,56.11,194.14,114.83,109.17,5.66,14.43,3.9,115.89,142.11,44.77,78.97,96.44,154.13,51.04,3.241,67.95,4.137,102.83,6.39,53.76,0.547,0.603,184.4,phase_transition_irregularity,Critical,1
136,2025-01-01 11:15:00,CAL-010,Thermal-Manufacturing,chemical_processing,BATCH-5107,28.29,44.59,132.12,130.39,125.65,4.74,12.2,6.16,136.26,148.42,4.08,104.57,117.82,124.85,55.88,3.267,50.7,2.029,60.75,2.04,51.95,0.268,0.174,835.3,none,Normal,0
137,2025-01-01 11:20:00,CAL-005,Thermal-Manufacturing,material_characterization,BATCH-8863,26.41,60.39,116.4,104.54,100.28,4.26,6.09,6.47,110.28,121.03,18.84,78.7,92.54,109.67,69.16,3.328,50.63,0.644,53.03,2.46,40.14,0,0.181,747.7,none,Normal,0
138,2025-01-01 11:25:00,CAL-012,Polymer-Unit,energy_storage_testing,BATCH-5767,28.08,57.61,106.51,85.81,81.93,3.88,14.47,4.91,86.98,90.69,11.94,59.27,69.53,77.9,69.8,3.273,49.11,0.246,64.91,2.05,47.98,0.19,0.155,954.0,none,Normal,0
139,2025-01-01 11:30:00,CAL-017,Battery-Lab,polymer_curing,BATCH-8695,31.73,56.84,235.66,178.9,171.99,6.91,14.64,3.01,192.35,242.58,66.46,124.89,151.72,192.47,26.07,3.157,90.78,3.835,104.47,7.72,68.89,0.403,0.843,1,severe_overheating,Critical,1
140,2025-01-01 11:35:00,CAL-006,Reactor-Line-B,chemical_processing,BATCH-9430,27.18,53.44,87.5,129.31,127.21,2.1,9.04,7.62,131.18,135.2,2.61,102.65,118.42,112.49,72.24,3.295,44.23,0.814,40.5,0.79,41.78,0.098,0.089,966.2,none,Normal,0
141,2025-01-01 11:40:00,CAL-013,Materials-QC,thermal_manufacturing,BATCH-1305,30.13,52.82,140.63,196.79,191.92,4.87,13.94,3.79,204.31,218.3,19.79,162.91,179.35,154.46,61.89,3.278,63.23,3.701,82.64,4.5,63.36,0.193,0.438,351.0,reduced_heat_dissipation,Warning,1
142,2025-01-01 11:45:00,CAL-020,Reactor-Line-A,energy_storage_testing,BATCH-8796,26.03,66.79,174.17,124.36,115.01,9.35,21.0,3.39,131.98,159.14,16.43,65.18,86.67,118.24,48.28,3.199,78.94,3.521,106.66,4.03,78.12,0.381,0.558,190.2,severe_overheating,Critical,1
143,2025-01-01 11:50:00,CAL-025,Reactor-Line-B,chemical_processing,BATCH-5641,27.48,52.14,87.82,127.3,124.53,2.77,9.32,5.03,132.04,147.91,4.58,105.46,121.38,75.73,62.22,3.246,49.46,0.276,29.38,1.07,50.95,0.076,0.148,869.3,none,Normal,0
144,2025-01-01 11:55:00,CAL-016,Battery-Lab,material_characterization,BATCH-6641,30.79,60.85,119.37,104.28,99.3,4.98,12.24,4.06,110.61,143.16,17.25,82.97,98.92,74.87,67.0,3.32,65.0,2.58,83.96,5.56,55.33,0.281,0.481,584.7,minor_phase_transition_shift,Warning,1
145,2025-01-01 12:00:00,CAL-002,Thermal-Manufacturing,polymer_curing,BATCH-7564,26.79,40.77,94.62,160.89,158.86,2.03,8.07,5.97,168.33,183.51,5.48,126.91,141.64,74.02,65.41,3.288,52.36,1.307,49.18,3.67,70.14,0.156,0.185,748.1,none,Normal,0
146,2025-01-01 12:05:00,CAL-017,Reactor-Line-A,chemical_processing,BATCH-2477,29.36,41.88,137.7,125.82,123.97,1.85,10.86,7.89,126.63,144.18,16.9,103.36,114.14,94.52,55.52,3.278,58.62,1.952,52.65,3.38,51.26,0.128,0.26,801.5,none,Normal,0
147,2025-01-01 12:10:00,CAL-016,Reactor-Line-B,material_characterization,BATCH-8517,27.31,55.83,175.08,109.71,101.76,7.95,17.17,4.39,113.9,136.79,43.43,80.14,97.61,127.99,56.45,3.236,63.9,2.911,80.81,4.47,69.63,0.315,0.569,364.3,incipient_overheating,Warning,1
148,2025-01-01 12:15:00,CAL-007,Polymer-Unit,energy_storage_testing,BATCH-4847,24.05,57.04,144.96,123.8,116.89,6.91,14.49,3.6,137.46,179.51,30.15,60.81,85.11,68.53,52.96,3.213,63.93,4.738,91.89,3.74,63.37,0.383,0.66,250.1,minor_phase_transition_shift,Warning,1
149,2025-01-01 12:20:00,CAL-013,Reactor-Line-B,thermal_manufacturing,BATCH-3101,25.12,53.27,112.03,182.35,178.89,3.46,9.37,6.81,185.59,191.74,16.4,165.5,180.53,79.19,59.0,3.258,51.08,1.31,52.57,0.67,52.37,0.134,0.236,784.4,none,Normal,0
150,2025-01-01 12:25:00,CAL-012,Battery-Lab,polymer_curing,BATCH-5581,30.68,63.45,85.11,146.13,142.25,3.88,10.48,4.29,150.73,161.43,13.78,118.36,132.0,91.81,61.23,3.29,58.15,0.973,41.49,1.51,41.94,0.156,0.213,797.7,none,Normal,0
151,2025-01-01 12:30:00,CAL-004,Thermal-Manufacturing,energy_storage_testing,BATCH-1983,27.73,47.56,83.87,78.24,76.99,1.25,10.53,6.11,78.29,84.52,8.84,55.71,64.93,56.7,63.05,3.211,43.9,0.895,52.0,0,43.76,0.089,0.114,844.6,none,Normal,0
152,2025-01-01 12:35:00,CAL-005,Reactor-Line-B,material_characterization,BATCH-7911,25.98,53.16,117.71,100.21,96.68,3.53,9.11,6.24,103.11,126.22,9.84,81.25,97.16,75.22,45.52,3.242,48.24,1.519,65.97,1.97,38.03,0.031,0.263,785.8,none,Normal,0
153,2025-01-01 12:40:00,CAL-006,Polymer-Unit,chemical_processing,BATCH-2565,27.33,51.55,132.22,120.21,115.13,5.08,11.34,6.03,127.94,149.77,10.8,103.62,121.24,90.9,58.58,3.277,53.79,1.236,39.47,1.74,59.33,0.265,0.279,716.5,none,Normal,0
154,2025-01-01 12:45:00,CAL-023,Materials-QC,energy_storage_testing,BATCH-8480,29.83,42.56,98.83,79.7,77.34,2.36,8.62,6.45,84.32,92.36,8.34,59.88,74.16,93.41,71.73,3.228,48.49,1.886,73.91,1.97,57.28,0.138,0.238,803.7,none,Normal,0
155,2025-01-01 12:50:00,CAL-010,Materials-QC,energy_storage_testing,BATCH-1118,28.83,44.67,79.76,77.55,73.14,4.41,5.88,5.9,81.2,86.54,1.55,58.62,67.37,75.04,63.12,3.272,41.21,0.858,48.37,1.51,45.79,0.155,0.145,817.3,none,Normal,0
156,2025-01-01 12:55:00,CAL-016,Reactor-Line-B,material_characterization,BATCH-1317,28.83,73.55,131.81,111.34,107.65,3.69,10.7,5.18,116.1,134.96,17.69,81.81,98.09,73.69,51.34,3.304,58.46,1.914,58.38,1.87,51.36,0.262,0.289,688.8,none,Normal,0
157,2025-01-01 13:00:00,CAL-029,Battery-Lab,polymer_curing,BATCH-1206,27.71,65.58,134.16,137.53,133.31,4.22,10.72,5.47,137.76,161.52,12.51,122.3,134.71,82.06,74.61,3.345,57.46,1.248,53.13,1.63,45.99,0.268,0.239,769.3,none,Normal,0
158,2025-01-01 13:05:00,CAL-021,Polymer-Unit,material_characterization,BATCH-1246,28.26,60.97,97.12,107.76,104.97,2.79,9.26,4.64,108.04,115.84,9.2,78.43,94.92,98.01,96.66,3.249,46.66,0.899,34.24,0,45.97,0.085,0.142,1112.1,none,Normal,0
159,2025-01-01 13:10:00,CAL-026,Thermal-Manufacturing,material_characterization,BATCH-8187,27.24,55.89,110.63,117.56,114.49,3.07,11.75,4.83,120.26,142.09,23.96,78.64,92.06,133.35,42.51,3.258,56.32,2.24,67.18,2.58,60.75,0.299,0.363,636.6,sensor_drift,Warning,1
160,2025-01-01 13:15:00,CAL-001,Materials-QC,material_characterization,BATCH-4912,27.98,64.63,106.69,93.16,90.44,2.72,8.29,5.37,94.68,108.52,3.02,78.33,90.07,72.16,76.5,3.291,48.52,0.763,40.24,0.98,37.67,0.042,0.084,968.3,none,Normal,0
161,2025-01-01 13:20:00,CAL-019,Battery-Lab,chemical_processing,BATCH-7002,32.36,53.2,120.56,119.06,118.42,0.64,8.39,4.75,120.61,135.57,0,105.62,115.41,125.7,68.28,3.23,51.41,1.652,49.6,2.28,59.0,0.205,0.207,734.6,none,Normal,0
162,2025-01-01 13:25:00,CAL-022,Reactor-Line-B,thermal_manufacturing,BATCH-3931,28.41,51.01,95.0,173.89,172.78,1.11,9.12,4.49,181.45,202.15,3.76,161.91,173.88,67.99,48.68,3.242,57.57,1.026,69.02,1.65,38.21,0.195,0.212,758.1,none,Normal,0
163,2025-01-01 13:30:00,CAL-008,Materials-QC,thermal_manufacturing,BATCH-4504,27.43,43.77,111.76,168.07,164.07,4.0,9.65,5.47,171.92,194.48,19.87,171.64,185.98,94.9,73.36,3.293,37.03,1.785,29.41,0.25,47.04,0.125,0.281,778.1,none,Normal,0
164,2025-01-01 13:35:00,CAL-009,Battery-Lab,thermal_manufacturing,BATCH-5093,28.03,58.72,104.1,195.62,190.13,5.49,9.91,3.52,202.18,230.19,10.59,159.81,178.1,80.36,58.21,3.322,52.09,1.579,71.15,2.83,42.0,0.273,0.274,834.1,none,Normal,0
165,2025-01-01 13:40:00,CAL-028,Reactor-Line-B,thermal_manufacturing,BATCH-1187,29.98,54.77,99.48,184.11,179.34,4.77,12.36,6.29,191.31,223.29,11.26,163.21,173.56,113.43,69.93,3.285,48.9,1.175,61.02,1.79,38.56,0.155,0.349,684.4,none,Normal,0
166,2025-01-01 13:45:00,CAL-025,Reactor-Line-B,polymer_curing,BATCH-4245,28.89,55.24,98.43,159.47,156.39,3.08,12.76,6.17,160.0,188.2,19.82,125.56,137.45,103.38,59.37,3.317,57.49,1.532,65.5,1.75,57.48,0.158,0.328,813.8,none,Normal,0
167,2025-01-01 13:50:00,CAL-027,Reactor-Line-B,energy_storage_testing,BATCH-7124,30.61,58.49,133.97,85.34,80.06,5.28,12.91,5.13,91.76,109.34,7.51,55.66,70.77,94.75,57.5,3.23,50.43,0.927,49.08,3.71,49.05,0.143,0.233,856.8,none,Normal,0
168,2025-01-01 13:55:00,CAL-009,Reactor-Line-B,chemical_processing,BATCH-5653,26.2,50.48,110.62,138.55,134.8,3.75,8.67,4.13,144.64,156.67,16.62,104.82,121.53,79.5,74.7,3.275,49.69,0.532,39.21,2.1,53.85,0.189,0.266,759.6,none,Normal,0
169,2025-01-01 14:00:00,CAL-023,Reactor-Line-A,chemical_processing,BATCH-5053,28.39,59.18,169.83,149.07,140.71,8.36,14.91,4.81,156.86,198.31,20.9,111.27,128.33,153.18,40.17,3.199,73.17,4.959,110.31,5.44,66.6,0.297,0.753,109.9,compound_thermal_instability,Critical,1
170,2025-01-01 14:05:00,CAL-008,Polymer-Unit,energy_storage_testing,BATCH-3502,25.37,43.86,113.98,74.14,70.31,3.83,6.55,4.98,77.37,91.65,3.09,51.62,67.43,72.29,81.42,3.263,44.26,0.608,46.61,1.55,32.8,0.1,0.188,1023.4,none,Normal,0
171,2025-01-01 14:10:00,CAL-005,Thermal-Manufacturing,chemical_processing,BATCH-6221,27.25,66.21,141.93,146.9,143.65,3.25,11.6,4.81,154.08,203.38,28.42,101.74,116.55,88.68,46.53,3.255,63.97,3.554,78.75,5.03,69.76,0.189,0.59,579.0,sensor_drift,Warning,1
172,2025-01-01 14:15:00,CAL-016,Reactor-Line-B,energy_storage_testing,BATCH-4166,29.27,68.86,99.02,77.08,73.48,3.6,8.65,5.04,80.59,96.46,14.16,56.83,66.91,65.08,79.94,3.241,40.33,1.487,32.06,0.11,44.8,0.072,0.26,826.0,none,Normal,0
173,2025-01-01 14:20:00,CAL-018,Materials-QC,chemical_processing,BATCH-9530,30.51,39.7,108.83,126.43,121.93,4.5,9.32,4.3,132.85,149.49,8.32,97.03,112.99,90.63,59.49,3.299,54.55,1.803,40.14,2.5,41.72,0.122,0.238,800.5,none,Normal,0
174,2025-01-01 14:25:00,CAL-019,Thermal-Manufacturing,thermal_manufacturing,BATCH-3216,27.29,59.47,81.86,185.67,180.82,4.85,9.55,5.42,186.5,205.36,6.63,160.84,173.87,75.34,64.85,3.249,56.77,1.384,40.86,0,41.8,0.098,0.197,880.7,none,Normal,0
175,2025-01-01 14:30:00,CAL-006,Battery-Lab,thermal_manufacturing,BATCH-3459,27.21,47.77,103.53,177.76,173.54,4.22,8.07,6.77,185.93,195.88,4.86,162.31,174.36,56.7,70.51,3.31,38.97,0.569,41.32,0.23,36.11,0.022,0.141,1088.8,none,Normal,0
176,2025-01-01 14:35:00,CAL-009,Materials-QC,thermal_manufacturing,BATCH-4401,27.31,49.11,77.4,180.37,177.0,3.37,9.24,5.15,183.56,192.3,2.54,163.2,173.8,56.04,65.96,3.258,47.56,0.608,28.47,1.29,46.77,0.088,0.108,1004.1,none,Normal,0
177,2025-01-01 14:40:00,CAL-013,Reactor-Line-A,polymer_curing,BATCH-2063,26.55,44.3,85.18,133.11,131.32,1.79,6.07,7.13,138.51,137.09,0,117.68,130.63,129.77,59.83,3.286,54.53,0.634,51.98,1.89,43.18,0.15,0.091,840.1,none,Normal,0
